Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
1649,741,164,252,325,0.650794,0.139388,0.153618,0.403791,0.596209
1650,752,170,253,329,0.671937,0.140163,0.153854,0.405149,0.594851
1651,738,170,251,317,0.677291,0.140791,0.154036,0.398516,0.601484
1652,732,172,253,307,0.679842,0.140907,0.154113,0.39471,0.60529
1653,730,176,249,305,0.706827,0.140407,0.154062,0.396734,0.603266
1654,731,172,247,312,0.696356,0.140798,0.154036,0.39692,0.60308
1655,738,173,249,316,0.694779,0.140774,0.153919,0.399309,0.600691
1656,739,174,248,317,0.701613,0.14032,0.153936,0.400141,0.599859
1657,731,174,249,308,0.698795,0.140353,0.154167,0.397356,0.602644
1658,738,175,248,315,0.705645,0.14031,0.154132,0.397616,0.602384
1659,741,175,248,318,0.705645,0.140685,0.153747,0.402922,0.597078
1660,748,174,247,327,0.704453,0.141257,0.153604,0.403023,0.596977
1661,746,171,247,328,0.692308,0.141041,0.153528,0.403923,0.596077
1662,749,174,245,330,0.710204,0.140094,0.153459,0.403768,0.596232
1663,736,173,246,317,0.703252,0.139941,0.153901,0.401866,0.598134
1664,744,173,250,321,0.692,0.139811,0.153438,0.402219,0.597781
1665,734,175,245,314,0.714286,0.14,0.153711,0.398131,0.601869
1666,735,176,243,316,0.72428,0.140492,0.153905,0.396802,0.603198
1667,736,176,242,318,0.727273,0.140152,0.15355,0.395891,0.604109
1668,738,175,244,319,0.717213,0.140631,0.153243,0.396628,0.603372
1669,731,173,244,314,0.709016,0.141066,0.153289,0.394678,0.605322
1670,732,177,243,312,0.728395,0.141359,0.153589,0.393667,0.606333
1671,736,180,244,312,0.737705,0.141365,0.15421,0.396704,0.603296
1672,738,178,244,316,0.729508,0.141596,0.153903,0.395368,0.604632
1673,735,178,245,312,0.726531,0.141722,0.153703,0.397598,0.602402
1674,743,181,246,316,0.735772,0.141888,0.154,0.400245,0.599755
1675,745,182,249,314,0.730924,0.141499,0.153701,0.400767,0.599233
1676,747,181,246,320,0.735772,0.142115,0.153581,0.401457,0.598543
1677,734,179,245,310,0.730612,0.142605,0.153535,0.400743,0.599257
1678,735,180,245,310,0.734694,0.143009,0.153573,0.40122,0.59878
1679,743,179,247,317,0.724696,0.143452,0.153096,0.402179,0.597821
1680,735,176,249,310,0.706827,0.143056,0.152874,0.403473,0.596527
1681,729,174,249,306,0.698795,0.143151,0.152874,0.402585,0.597415
1682,745,175,250,320,0.7,0.142921,0.152906,0.404366,0.595634
1683,745,175,248,322,0.705645,0.142001,0.153384,0.404454,0.595546
1684,743,170,249,324,0.682731,0.141837,0.153746,0.404165,0.595835
1685,742,169,250,323,0.676,0.142145,0.153858,0.404999,0.595001
1686,751,172,256,323,0.671875,0.142181,0.153748,0.401996,0.598004
1687,745,172,252,321,0.68254,0.142779,0.154049,0.404261,0.595739
1688,733,169,253,311,0.667984,0.142821,0.154313,0.400785,0.599215
1689,732,169,253,310,0.667984,0.142488,0.154387,0.397964,0.602036
1690,735,176,255,304,0.690196,0.14212,0.154726,0.396887,0.603113
1691,733,171,258,304,0.662791,0.142234,0.154952,0.394343,0.605657
1692,733,171,255,307,0.670588,0.141764,0.154975,0.396656,0.603344
1693,736,170,253,313,0.671937,0.141628,0.155157,0.397327,0.602673
1694,740,176,252,312,0.698413,0.141779,0.15468,0.399489,0.600511
1695,749,183,254,312,0.720472,0.141063,0.154376,0.399645,0.600355
1696,742,183,251,308,0.729084,0.140746,0.154729,0.393271,0.606729
1697,735,177,247,311,0.716599,0.141962,0.154339,0.394854,0.605146
1698,740,180,245,315,0.734694,0.141396,0.154498,0.395006,0.604994
1699,739,179,244,316,0.733607,0.141328,0.154748,0.395261,0.604739
1700,740,177,245,318,0.722449,0.141613,0.154452,0.397504,0.602496
1701,737,174,244,319,0.713115,0.141052,0.154364,0.397878,0.602122
1702,746,176,247,323,0.712551,0.141013,0.154066,0.400233,0.599767
1703,739,173,247,319,0.700405,0.141261,0.154384,0.398254,0.601746
1704,742,170,249,323,0.682731,0.141232,0.154867,0.399265,0.600735
1705,732,174,245,313,0.710204,0.140966,0.154422,0.399152,0.600848
1706,734,176,244,314,0.721311,0.141407,0.154364,0.397183,0.602817
1707,747,176,247,324,0.712551,0.141386,0.154809,0.396293,0.603707
1708,747,177,246,324,0.719512,0.141296,0.155195,0.395778,0.604222
1709,736,174,246,316,0.707317,0.141095,0.155469,0.39519,0.60481
1710,735,170,247,318,0.688259,0.141915,0.155378,0.395685,0.604315
1711,732,167,246,319,0.678862,0.142176,0.155332,0.396111,0.603889
1712,731,168,246,317,0.682927,0.142177,0.155568,0.394783,0.605217
1713,748,169,250,329,0.676,0.142123,0.155416,0.398154,0.601846
1714,740,167,247,326,0.676113,0.141795,0.155772,0.397992,0.602008
1715,743,172,249,322,0.690763,0.141571,0.155732,0.398196,0.601804
1716,735,171,248,316,0.689516,0.142289,0.155393,0.398776,0.601224
1717,745,174,249,322,0.698795,0.142161,0.155348,0.39769,0.60231
1718,742,171,251,320,0.681275,0.141906,0.155535,0.396342,0.603658
1719,739,171,254,314,0.673228,0.141731,0.155947,0.397344,0.602656
1720,739,173,254,312,0.681102,0.142051,0.156035,0.397166,0.602834
1721,751,180,254,317,0.708661,0.142385,0.155954,0.397925,0.602075
1722,741,170,258,313,0.658915,0.14262,0.155387,0.400893,0.599107
1723,744,171,260,313,0.657692,0.142574,0.155589,0.396202,0.603798
1724,728,172,255,301,0.67451,0.142311,0.155196,0.395455,0.604545
1725,730,172,257,301,0.669261,0.142529,0.155853,0.394982,0.605018
1726,725,173,255,297,0.678431,0.142571,0.156283,0.397023,0.602977
1727,730,173,255,302,0.678431,0.142116,0.155622,0.398219,0.601781
1728,740,174,257,309,0.677043,0.141988,0.155183,0.397579,0.602421
1729,736,175,256,305,0.683594,0.141455,0.154948,0.394978,0.605022
1730,738,173,258,307,0.670543,0.141867,0.154937,0.39604,0.60396
1731,737,170,258,309,0.658915,0.142553,0.15464,0.392477,0.607523
1732,744,174,262,308,0.664122,0.142623,0.15488,0.392261,0.607739
1733,737,169,260,308,0.65,0.142843,0.154941,0.392146,0.607854
1734,742,172,255,315,0.67451,0.142888,0.154887,0.39487,0.60513
1735,749,174,259,316,0.671815,0.14314,0.154599,0.396459,0.603541
1736,743,172,258,313,0.666667,0.142856,0.154444,0.397446,0.602554
1737,745,172,258,315,0.666667,0.143367,0.154349,0.395078,0.604922
1738,759,173,260,326,0.665385,0.143632,0.15448,0.396481,0.603519
1739,754,169,257,328,0.657588,0.143486,0.154607,0.39931,0.60069
1740,741,165,253,323,0.652174,0.142333,0.155497,0.400094,0.599906
1741,749,168,253,328,0.664032,0.142467,0.155557,0.395856,0.604144
1742,727,166,251,310,0.661355,0.143258,0.155252,0.394001,0.605999
1743,730,165,252,313,0.654762,0.143275,0.155215,0.393306,0.606694
1744,726,166,255,305,0.65098,0.143089,0.155093,0.394628,0.605372
1745,742,171,259,312,0.660232,0.143078,0.155019,0.396103,0.603897
1746,748,173,253,322,0.683794,0.142853,0.155542,0.39758,0.60242
1747,750,172,254,324,0.677165,0.142583,0.155276,0.394438,0.605562
1748,740,172,250,318,0.688,0.142235,0.155835,0.395308,0.604692
1749,738,169,250,319,0.676,0.142078,0.15588,0.396276,0.603724
1750,739,164,256,319,0.640625,0.142219,0.155899,0.3989,0.6011
1751,739,166,252,321,0.65873,0.142412,0.156374,0.400049,0.599951
1752,743,167,248,328,0.673387,0.14258,0.156563,0.398677,0.601323
1753,733,165,247,321,0.668016,0.142958,0.156568,0.402126,0.597874
1754,742,164,249,329,0.658635,0.142676,0.156536,0.399804,0.600196
1755,745,163,252,330,0.646825,0.142885,0.155921,0.399115,0.600885
1756,739,165,253,321,0.652174,0.142833,0.15623,0.398328,0.601672
1757,734,166,252,316,0.65873,0.142943,0.156545,0.401703,0.598297
1758,744,168,256,320,0.65625,0.142612,0.156543,0.398338,0.601662
1759,739,165,252,322,0.654762,0.14306,0.156679,0.403942,0.596058
1760,738,166,254,318,0.653543,0.143112,0.156522,0.39824,0.60176
1761,739,169,253,317,0.667984,0.143519,0.156933,0.400141,0.599859
1762,729,166,248,315,0.669355,0.143428,0.157001,0.398431,0.601569
1763,738,172,250,316,0.688,0.143269,0.157169,0.396927,0.603073
1764,734,169,247,318,0.684211,0.143053,0.156735,0.40062,0.59938
1765,735,173,247,315,0.700405,0.143004,0.156462,0.401278,0.598722
1766,735,176,246,313,0.715447,0.142439,0.156481,0.40188,0.59812
1767,743,175,247,321,0.708502,0.143296,0.156341,0.404541,0.595459
1768,749,176,251,322,0.701195,0.143131,0.156841,0.404657,0.595343
1769,735,175,250,310,0.7,0.142825,0.156404,0.401758,0.598242
1770,742,177,250,315,0.708,0.143168,0.156936,0.401938,0.598062
1771,738,180,249,309,0.722892,0.142978,0.15701,0.403646,0.596354
1772,737,175,251,311,0.697211,0.143446,0.156721,0.40279,0.59721
1773,737,173,251,313,0.689243,0.143773,0.156333,0.398691,0.601309
1774,737,177,252,308,0.702381,0.144353,0.155899,0.399582,0.600418
1775,740,171,255,314,0.670588,0.143406,0.15618,0.396324,0.603676
1776,740,171,256,313,0.667969,0.143899,0.156484,0.39482,0.60518
1777,740,172,254,314,0.677165,0.143933,0.156397,0.393062,0.606938
1778,742,176,253,313,0.695652,0.144216,0.156526,0.391356,0.608644
1779,739,177,252,310,0.702381,0.143888,0.156538,0.396635,0.603365
1780,739,177,255,307,0.694118,0.144787,0.156753,0.395875,0.604125
1781,742,183,252,307,0.72619,0.14397,0.156687,0.395912,0.604088
1782,737,181,249,307,0.726908,0.144071,0.156544,0.394021,0.605979
1783,738,187,248,303,0.754032,0.143143,0.156563,0.391658,0.608342
1784,730,180,250,300,0.72,0.142998,0.156337,0.392129,0.607871
1785,738,184,245,309,0.75102,0.142648,0.156661,0.393974,0.606026
1786,739,187,247,305,0.757085,0.143103,0.156894,0.393688,0.606312
1787,733,186,245,302,0.759184,0.14345,0.156776,0.391752,0.608248
1788,730,185,247,298,0.748988,0.143122,0.15697,0.391625,0.608375
1789,736,184,252,300,0.730159,0.143645,0.156612,0.391848,0.608152
1790,741,186,252,303,0.738095,0.142956,0.156501,0.392609,0.607391
1791,741,185,253,303,0.731225,0.143152,0.156608,0.393549,0.606451
1792,738,178,256,304,0.695312,0.143406,0.156828,0.392833,0.607167
1793,752,181,263,308,0.688213,0.143905,0.156285,0.392802,0.607198
1794,736,176,261,299,0.67433,0.143663,0.156198,0.390897,0.609103
1795,743,176,262,305,0.671756,0.143641,0.156396,0.39375,0.60625
1796,743,176,261,306,0.67433,0.143312,0.156371,0.39097,0.60903
1797,751,178,263,310,0.676806,0.143564,0.156121,0.39353,0.60647
1798,741,176,263,302,0.669202,0.143727,0.155801,0.391597,0.608403
1799,739,176,257,306,0.684825,0.144131,0.155999,0.392732,0.607268
1800,749,177,258,314,0.686047,0.144417,0.155554,0.391052,0.608948
1801,736,176,252,308,0.698413,0.143567,0.155661,0.388425,0.611575
1802,745,178,252,315,0.706349,0.142511,0.155297,0.389632,0.610368
1803,740,168,255,317,0.658824,0.143102,0.155276,0.391421,0.608579
1804,741,169,251,321,0.673307,0.142466,0.155841,0.390429,0.609571
1805,740,171,252,317,0.678571,0.141676,0.15523,0.392278,0.607722
1806,739,173,247,319,0.700405,0.14203,0.155173,0.390517,0.609483
1807,742,172,250,320,0.688,0.142355,0.154884,0.393949,0.606051
1808,723,165,246,312,0.670732,0.142697,0.154883,0.395893,0.604107
1809,724,168,249,307,0.674699,0.143147,0.154445,0.396363,0.603637
1810,737,171,255,311,0.670588,0.143308,0.154403,0.393036,0.606964
1811,736,168,255,313,0.658824,0.142824,0.154329,0.394605,0.605395
1812,739,167,254,318,0.65748,0.143197,0.154531,0.393565,0.606435
1813,746,169,254,323,0.665354,0.143264,0.154494,0.396859,0.603141
1814,756,172,257,327,0.669261,0.143476,0.154381,0.394742,0.605258
1815,741,168,250,323,0.672,0.142668,0.154899,0.395172,0.604828
1816,738,165,250,323,0.66,0.143321,0.154772,0.394743,0.605257
1817,740,165,250,325,0.66,0.142799,0.154719,0.395967,0.604033
1818,743,167,250,326,0.668,0.142748,0.154876,0.398095,0.601905
1819,737,164,248,325,0.66129,0.142676,0.154691,0.399804,0.600196
1820,741,165,251,325,0.657371,0.144104,0.154804,0.399078,0.600922
1821,737,164,248,325,0.66129,0.144229,0.154683,0.400496,0.599504
1822,737,164,246,327,0.666667,0.144275,0.15473,0.3993,0.6007
1823,742,163,248,331,0.657258,0.14447,0.154721,0.400738,0.599262
1824,730,166,242,322,0.68595,0.144939,0.154618,0.399214,0.600786
1825,731,166,242,323,0.68595,0.145176,0.154301,0.39825,0.60175
1826,716,164,240,312,0.683333,0.145325,0.154057,0.397436,0.602564
1827,726,165,243,318,0.679012,0.145545,0.154013,0.401839,0.598161
1828,727,165,243,319,0.679012,0.145545,0.154013,0.400456,0.599544
1829,726,165,245,316,0.673469,0.145886,0.153795,0.39701,0.60299
1830,733,166,249,318,0.666667,0.145718,0.153889,0.400042,0.599958
1831,736,162,249,325,0.650602,0.145131,0.153084,0.40242,0.59758
1832,735,166,251,318,0.661355,0.144714,0.153066,0.398252,0.601748
1833,742,166,252,324,0.65873,0.144759,0.153261,0.402391,0.597609
1834,734,164,251,319,0.653386,0.144731,0.153275,0.402786,0.597214
1835,735,167,253,315,0.660079,0.144733,0.153417,0.39783,0.60217
1836,744,168,256,320,0.65625,0.144585,0.154114,0.397431,0.602569
1837,746,169,254,323,0.665354,0.14415,0.154848,0.399033,0.600967
1838,746,167,253,326,0.660079,0.143959,0.155453,0.398428,0.601572
1839,749,165,250,334,0.66,0.144626,0.15576,0.399241,0.600759
1840,736,164,244,328,0.672131,0.145668,0.1554,0.398705,0.601295
1841,735,167,245,323,0.681633,0.146449,0.155507,0.397618,0.602382
1842,728,164,246,318,0.666667,0.145519,0.155355,0.394831,0.605169
1843,735,168,246,321,0.682927,0.14551,0.155408,0.395172,0.604828
1844,734,171,245,318,0.697959,0.145454,0.155515,0.393264,0.606736
1845,741,171,249,321,0.686747,0.144939,0.155589,0.392442,0.607558
1846,742,170,248,324,0.685484,0.144845,0.15574,0.394871,0.605129
1847,743,169,249,325,0.678715,0.144849,0.155551,0.394924,0.605076
1848,739,168,251,320,0.669323,0.145053,0.155699,0.396108,0.603892
1849,739,168,249,322,0.674699,0.145131,0.156002,0.39598,0.60402
1850,742,167,250,325,0.668,0.144374,0.155663,0.3935,0.6065
1851,745,170,250,325,0.68,0.143842,0.155715,0.391651,0.608349
1852,735,165,247,323,0.668016,0.144127,0.156022,0.391995,0.608005
1853,744,164,250,330,0.656,0.144092,0.15612,0.392038,0.607962
1854,745,168,252,325,0.666667,0.144317,0.155929,0.391674,0.608326
1855,743,171,250,322,0.684,0.144447,0.15603,0.388216,0.611784
1856,742,172,246,324,0.699187,0.144848,0.155887,0.390062,0.609938
1857,745,174,244,327,0.713115,0.145411,0.155699,0.390813,0.609187
1858,738,175,244,319,0.717213,0.14534,0.155461,0.386414,0.613586
1859,740,175,248,317,0.705645,0.145169,0.155378,0.387156,0.612844
1860,734,174,249,311,0.698795,0.144464,0.155198,0.382155,0.617845
1861,736,175,251,310,0.697211,0.145383,0.155438,0.383653,0.616347
1862,737,176,255,306,0.690196,0.145035,0.15568,0.382849,0.617151
1863,745,177,258,310,0.686047,0.14521,0.155583,0.382536,0.617464
1864,744,183,249,312,0.73494,0.145044,0.15613,0.384555,0.615445
1865,743,180,251,312,0.717131,0.145131,0.15605,0.38611,0.61389
1866,732,179,249,304,0.718876,0.144645,0.156077,0.387751,0.612249
1867,733,174,251,308,0.693227,0.145067,0.156132,0.390802,0.609198
1868,731,175,252,304,0.694444,0.145468,0.155713,0.392143,0.607857
1869,735,173,253,309,0.683794,0.145689,0.156141,0.392834,0.607166
1870,738,174,253,311,0.687747,0.144787,0.156363,0.392241,0.607759
1871,734,176,254,304,0.692913,0.144769,0.156507,0.388349,0.611651
1872,743,177,253,313,0.699605,0.144681,0.156756,0.385911,0.614089
1873,717,171,250,296,0.684,0.144337,0.156577,0.382851,0.617149
1874,720,172,252,296,0.68254,0.144467,0.156605,0.383674,0.616326
1875,730,172,250,308,0.688,0.144402,0.157041,0.38657,0.61343
1876,730,173,251,306,0.689243,0.144649,0.157109,0.386912,0.613088
1877,736,174,256,306,0.679688,0.14413,0.156982,0.387665,0.612335
1878,739,175,251,313,0.697211,0.144098,0.156803,0.387479,0.612521
1879,735,174,253,308,0.687747,0.144636,0.15703,0.385142,0.614858
1880,751,179,255,317,0.701961,0.143734,0.156716,0.385272,0.614728
1881,737,170,252,315,0.674603,0.14403,0.157014,0.386511,0.613489
1882,745,175,253,317,0.6917,0.144066,0.156778,0.384226,0.615774
1883,739,176,251,312,0.701195,0.14379,0.15658,0.385708,0.614292
1884,749,179,253,317,0.70751,0.143787,0.156733,0.387611,0.612389
1885,741,172,255,314,0.67451,0.144467,0.156635,0.389251,0.610749
1886,735,169,256,310,0.660156,0.144693,0.156667,0.390159,0.609841
1887,743,168,256,319,0.65625,0.145142,0.156916,0.390036,0.609964
1888,743,173,251,319,0.689243,0.14544,0.156886,0.388462,0.611538
1889,739,180,248,311,0.725806,0.144496,0.156616,0.386225,0.613775
1890,738,181,248,309,0.729839,0.144391,0.156616,0.385107,0.614893
1891,741,174,253,314,0.687747,0.144841,0.156918,0.385386,0.614614
1892,731,172,251,308,0.685259,0.144761,0.157177,0.382308,0.617692
1893,739,172,254,313,0.677165,0.145371,0.157274,0.383434,0.616566
1894,722,169,247,306,0.684211,0.145092,0.156591,0.385921,0.614079
1895,729,173,249,307,0.694779,0.145234,0.156454,0.381882,0.618118
1896,736,175,251,310,0.697211,0.146207,0.156475,0.381763,0.618237
1897,732,172,251,309,0.685259,0.145795,0.156251,0.382453,0.617547
1898,735,176,250,309,0.704,0.145237,0.15624,0.386083,0.613917
1899,724,171,248,305,0.689516,0.145334,0.156133,0.384871,0.615129
1900,723,169,248,306,0.681452,0.145436,0.156329,0.388864,0.611136
1901,730,169,246,315,0.686992,0.14538,0.156382,0.392266,0.607734
1902,753,175,251,327,0.697211,0.145907,0.156333,0.392016,0.607984
1903,730,170,249,311,0.682731,0.146255,0.156138,0.392897,0.607103
1904,730,169,250,311,0.676,0.146544,0.156539,0.394908,0.605092
1905,731,169,249,313,0.678715,0.146921,0.15695,0.393599,0.606401
1906,738,172,252,314,0.68254,0.146438,0.15714,0.392143,0.607857
1907,746,174,251,321,0.693227,0.146272,0.156968,0.390342,0.609658
1908,740,173,253,314,0.683794,0.145959,0.1568,0.392358,0.607642
1909,735,170,249,316,0.682731,0.145902,0.157198,0.394633,0.605367
1910,738,172,248,318,0.693548,0.145839,0.157024,0.397528,0.602472
1911,739,176,248,315,0.709677,0.145642,0.156828,0.393853,0.606147
1912,740,177,248,315,0.71371,0.145475,0.156662,0.393906,0.606094
1913,760,177,253,330,0.699605,0.14484,0.156711,0.399268,0.600732
1914,752,176,250,326,0.704,0.144493,0.157049,0.399227,0.600773
1915,734,169,247,318,0.684211,0.144704,0.157296,0.396686,0.603314
1916,734,169,247,318,0.684211,0.144494,0.157356,0.392705,0.607295
1917,742,168,251,323,0.669323,0.145254,0.157259,0.393322,0.606678
1918,750,169,251,330,0.673307,0.145026,0.157057,0.395818,0.604182
1919,746,168,252,326,0.666667,0.144395,0.156976,0.396527,0.603473
1920,735,168,250,317,0.672,0.144362,0.156719,0.394582,0.605418
1921,739,169,250,320,0.676,0.143851,0.156607,0.393294,0.606706
1922,743,170,254,319,0.669291,0.144701,0.156249,0.39384,0.60616
1923,742,172,255,315,0.67451,0.144369,0.155989,0.395577,0.604423
1924,733,173,255,305,0.678431,0.144801,0.155835,0.39577,0.60423
1925,744,177,258,309,0.686047,0.144375,0.155997,0.394786,0.605214
1926,746,178,257,311,0.692607,0.143511,0.156218,0.397221,0.602779
1927,738,178,253,307,0.703557,0.143448,0.156933,0.397181,0.602819
1928,735,179,254,302,0.704724,0.143755,0.157289,0.395726,0.604274
1929,734,175,253,306,0.6917,0.144077,0.157244,0.399862,0.600138
1930,730,176,251,303,0.701195,0.143993,0.157072,0.398617,0.601383
1931,742,180,253,309,0.711462,0.144216,0.156881,0.398167,0.601833
1932,738,173,256,309,0.675781,0.144119,0.157245,0.400676,0.599324
1933,736,171,252,313,0.678571,0.144622,0.157199,0.400139,0.599861
1934,746,174,255,317,0.682353,0.145249,0.156966,0.403998,0.596002
1935,744,173,254,317,0.681102,0.144909,0.15675,0.405534,0.594466
1936,742,174,257,311,0.677043,0.144905,0.156065,0.400839,0.599161
1937,749,175,258,316,0.678295,0.144997,0.155917,0.399185,0.600815
1938,746,174,258,314,0.674419,0.145658,0.15567,0.398012,0.601988
1939,729,170,256,303,0.664062,0.145528,0.155811,0.397109,0.602891
1940,738,173,257,308,0.673152,0.145288,0.155751,0.397344,0.602656
1941,738,170,259,309,0.656371,0.144801,0.155575,0.394246,0.605754
1942,746,173,260,313,0.665385,0.144801,0.155856,0.395837,0.604163
1943,742,172,260,310,0.661538,0.144837,0.156209,0.394467,0.605533
1944,742,173,260,309,0.665385,0.145407,0.156389,0.397579,0.602421
1945,740,172,258,310,0.666667,0.14573,0.156367,0.402634,0.597366
1946,739,171,257,311,0.66537,0.145586,0.156932,0.402694,0.597306
1947,738,171,256,311,0.667969,0.145848,0.156872,0.405109,0.594891
1948,739,171,255,313,0.670588,0.145651,0.156716,0.405218,0.594782
1949,741,172,256,313,0.671875,0.145175,0.156279,0.405721,0.594279
1950,735,169,258,308,0.655039,0.146012,0.156367,0.406422,0.593578
1951,736,171,257,308,0.66537,0.146155,0.156669,0.405941,0.594059
1952,730,171,258,301,0.662791,0.146188,0.156708,0.406523,0.593477
1953,730,172,258,300,0.666667,0.146296,0.156534,0.405481,0.594519
1954,737,169,259,309,0.65251,0.146078,0.15598,0.407137,0.592863
1955,748,172,261,315,0.659004,0.146263,0.155883,0.404453,0.595547
1956,742,169,261,312,0.64751,0.145779,0.156514,0.406229,0.593771
1957,755,174,259,322,0.671815,0.145368,0.156414,0.405512,0.594488
1958,747,177,255,315,0.694118,0.145729,0.156811,0.401308,0.598692
1959,747,175,258,314,0.678295,0.147009,0.156374,0.401888,0.598112
1960,738,171,260,307,0.657692,0.146856,0.156209,0.401011,0.598989
1961,732,168,258,306,0.651163,0.147015,0.156505,0.402695,0.597305
1962,732,172,256,304,0.671875,0.146895,0.156791,0.405412,0.594588
1963,738,168,254,316,0.661417,0.146123,0.157171,0.406545,0.593455
1964,735,168,252,315,0.666667,0.146368,0.15717,0.410273,0.589727
1965,740,171,254,315,0.673228,0.145914,0.157208,0.408995,0.591005
1966,745,174,257,314,0.677043,0.146627,0.157179,0.408437,0.591563
1967,748,171,256,321,0.667969,0.146495,0.157713,0.411472,0.588528
1968,740,172,254,314,0.677165,0.146862,0.15751,0.40719,0.59281
1969,730,172,250,308,0.688,0.146851,0.157243,0.407808,0.592192
1970,736,169,256,311,0.660156,0.14712,0.156806,0.408378,0.591622
1971,742,173,256,313,0.675781,0.147042,0.156762,0.40797,0.59203
1972,739,174,255,310,0.682353,0.147585,0.156848,0.407624,0.592376
1973,737,173,256,308,0.675781,0.147161,0.156938,0.408434,0.591566
1974,752,179,259,314,0.69112,0.147856,0.157224,0.407262,0.592738
1975,752,180,256,316,0.703125,0.147597,0.156265,0.409508,0.590492
1976,744,176,256,312,0.6875,0.14777,0.156967,0.41402,0.58598
1977,737,173,253,311,0.683794,0.147897,0.156415,0.415453,0.584547
1978,749,179,259,311,0.69112,0.148515,0.156407,0.414369,0.585631
1979,746,178,260,308,0.684615,0.14875,0.156684,0.416734,0.583266
1980,732,173,254,305,0.681102,0.148795,0.156352,0.413741,0.586259
1981,733,176,257,300,0.684825,0.148632,0.156662,0.413789,0.586211
1982,738,173,259,306,0.667954,0.149152,0.156226,0.410229,0.589771
1983,743,172,261,310,0.659004,0.149464,0.15599,0.411943,0.588057
1984,745,171,259,315,0.660232,0.149758,0.155734,0.412175,0.587825
1985,738,169,263,306,0.642586,0.149757,0.155659,0.41256,0.58744
1986,745,170,267,308,0.636704,0.15,0.15548,0.412155,0.587845
1987,749,173,268,308,0.645522,0.149856,0.155298,0.410356,0.589644
1988,738,172,263,303,0.653992,0.149878,0.155787,0.406577,0.593423
1989,732,169,261,302,0.64751,0.149901,0.155825,0.405021,0.594979
1990,731,173,259,299,0.667954,0.149466,0.155691,0.40435,0.59565
1991,738,174,259,305,0.671815,0.148909,0.155481,0.402229,0.597771
1992,743,174,259,310,0.671815,0.149565,0.156016,0.40476,0.59524
1993,745,176,261,308,0.67433,0.149376,0.156636,0.405127,0.594873
1994,753,173,262,318,0.660305,0.149369,0.156653,0.408976,0.591024
1995,743,172,256,315,0.671875,0.149192,0.156952,0.410885,0.589115
1996,729,171,249,309,0.686747,0.149232,0.156717,0.407464,0.592536
1997,731,172,248,311,0.693548,0.149617,0.156654,0.408228,0.591772
1998,730,170,249,311,0.682731,0.150044,0.156754,0.408631,0.591369
1999,724,167,251,306,0.665339,0.150104,0.157035,0.407921,0.592079
2000,736,175,248,313,0.705645,0.150669,0.156858,0.408784,0.591216
