Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
378,724,178,209,337,0.851675,0.0950953,0.0955952,0.457485,0.542515
379,718,178,209,331,0.851675,0.0941695,0.0952637,0.455141,0.544859
380,730,178,211,341,0.843602,0.0947797,0.0954524,0.452492,0.547508
381,725,176,209,340,0.842105,0.0942607,0.0948426,0.451498,0.548502
382,726,172,210,344,0.819048,0.0945911,0.0958623,0.454098,0.545902
383,723,172,206,345,0.834951,0.0949286,0.0962601,0.454942,0.545058
384,711,173,205,333,0.843902,0.0944665,0.0975336,0.454364,0.545636
385,718,176,206,336,0.854369,0.093367,0.0975692,0.455207,0.544793
386,723,182,207,334,0.879227,0.0939519,0.0974145,0.452729,0.547271
387,718,183,207,328,0.884058,0.0939502,0.0977944,0.449832,0.550168
388,731,190,205,336,0.926829,0.0940666,0.0988033,0.450642,0.549358
389,717,189,202,326,0.935644,0.0950102,0.0996218,0.450943,0.549057
390,710,183,203,324,0.901478,0.0945539,0.0994354,0.451635,0.548365
391,720,184,207,329,0.888889,0.0961061,0.100246,0.449398,0.550602
392,719,181,206,332,0.878641,0.0955367,0.100751,0.450217,0.549783
393,709,176,208,325,0.846154,0.0960589,0.100583,0.451881,0.548119
394,711,173,206,332,0.839806,0.0970427,0.100651,0.452744,0.547256
395,712,169,208,335,0.8125,0.0979766,0.100908,0.454251,0.545749
396,713,170,206,337,0.825243,0.0976427,0.101033,0.452278,0.547722
397,714,170,206,338,0.825243,0.0972791,0.101033,0.449327,0.550673
398,720,171,205,344,0.834146,0.0973673,0.101489,0.451817,0.548183
399,720,170,205,345,0.829268,0.0966843,0.102613,0.451349,0.548651
400,707,174,202,331,0.861386,0.0969047,0.102153,0.450332,0.549668
401,705,172,206,327,0.834951,0.0977267,0.102505,0.451511,0.548489
402,713,176,205,332,0.858537,0.0971229,0.101991,0.453043,0.546957
403,716,179,208,329,0.860577,0.0969912,0.101565,0.451294,0.548706
404,713,183,207,323,0.884058,0.0968666,0.102119,0.45134,0.54866
405,715,181,208,326,0.870192,0.0978128,0.101277,0.452787,0.547213
406,713,174,211,328,0.824645,0.0979487,0.102206,0.452019,0.547981
407,714,173,214,327,0.808411,0.0976814,0.103644,0.450435,0.549565
408,720,170,216,334,0.787037,0.0981273,0.104557,0.453464,0.546536
409,723,171,216,336,0.791667,0.098342,0.103872,0.451394,0.548606
410,727,174,217,336,0.801843,0.0983469,0.104127,0.454281,0.545719
411,733,181,215,337,0.84186,0.0984853,0.103179,0.452756,0.547244
412,729,182,211,336,0.862559,0.097687,0.104736,0.449633,0.550367
413,726,181,209,336,0.866029,0.0984129,0.105433,0.453546,0.546454
414,727,178,210,339,0.847619,0.0966734,0.104842,0.450626,0.549374
415,713,170,208,335,0.817308,0.0988764,0.103942,0.45092,0.54908
416,720,171,206,343,0.830097,0.0991962,0.102996,0.448892,0.551108
417,709,170,208,331,0.817308,0.0998458,0.103608,0.448889,0.551111
418,721,174,211,336,0.824645,0.10023,0.10423,0.451868,0.548132
419,707,175,213,319,0.821596,0.102151,0.104508,0.44989,0.55011
420,710,178,212,320,0.839623,0.102228,0.105205,0.446658,0.553342
421,725,180,214,331,0.841121,0.10129,0.106103,0.449653,0.550347
422,723,180,213,330,0.84507,0.101779,0.10726,0.448468,0.551532
423,716,185,212,319,0.872642,0.102642,0.107289,0.449156,0.550844
424,720,184,214,322,0.859813,0.103169,0.107765,0.450218,0.549782
425,723,185,211,327,0.876777,0.103401,0.108259,0.450813,0.549187
426,726,183,209,334,0.875598,0.10362,0.109582,0.452572,0.547428
427,721,179,213,329,0.840376,0.103844,0.110434,0.451317,0.548683
428,721,182,208,331,0.875,0.104375,0.110298,0.450309,0.549691
429,719,177,207,335,0.855072,0.104128,0.110297,0.447426,0.552574
430,723,177,209,337,0.84689,0.104075,0.1108,0.448827,0.551173
431,716,173,210,333,0.82381,0.103689,0.110853,0.45216,0.54784
432,718,175,210,333,0.833333,0.104848,0.110603,0.453622,0.546378
433,709,174,209,326,0.832536,0.104751,0.110075,0.455562,0.544438
434,716,174,207,335,0.84058,0.10502,0.109311,0.454246,0.545754
435,715,173,209,333,0.827751,0.105432,0.110111,0.452762,0.547238
436,716,175,209,332,0.837321,0.105778,0.110361,0.450064,0.549936
437,708,173,208,327,0.831731,0.105486,0.110604,0.451414,0.548586
438,715,175,209,331,0.837321,0.105286,0.110845,0.451362,0.548638
439,713,175,207,331,0.845411,0.105532,0.11065,0.451752,0.548248
440,720,174,210,336,0.828571,0.10559,0.110594,0.452342,0.547658
441,728,173,209,346,0.827751,0.105767,0.110442,0.453811,0.546189
442,727,174,208,345,0.836538,0.105052,0.110379,0.4558,0.5442
443,726,176,207,343,0.850242,0.104316,0.110342,0.45867,0.54133
444,731,177,205,349,0.863415,0.10471,0.110551,0.456607,0.543393
445,735,175,209,351,0.837321,0.104205,0.111213,0.4544,0.5456
446,715,170,211,334,0.805687,0.104087,0.111232,0.452539,0.547461
447,715,172,211,332,0.815166,0.104825,0.111348,0.456461,0.543539
448,716,173,211,332,0.819905,0.10449,0.110948,0.456229,0.543771
449,711,170,210,331,0.809524,0.103778,0.111566,0.457099,0.542901
450,728,175,212,341,0.825472,0.103392,0.111883,0.455979,0.544021
451,720,172,213,335,0.807512,0.103268,0.111568,0.452194,0.547806
452,715,176,214,325,0.82243,0.103571,0.111484,0.451714,0.548286
453,728,178,218,332,0.816514,0.103501,0.111604,0.450956,0.549044
454,716,173,216,327,0.800926,0.105562,0.112568,0.448659,0.551341
455,715,175,214,326,0.817757,0.105447,0.112228,0.447767,0.552233
456,717,174,213,330,0.816901,0.104029,0.112623,0.448275,0.551725
457,730,175,213,342,0.821596,0.103039,0.111753,0.447576,0.552424
458,702,172,211,319,0.815166,0.103758,0.11109,0.445746,0.554254
459,714,172,213,329,0.807512,0.104118,0.110935,0.44493,0.55507
460,716,174,213,329,0.816901,0.105289,0.110979,0.445949,0.554051
461,722,179,214,329,0.836449,0.104953,0.111003,0.447742,0.552258
462,724,179,211,334,0.848341,0.104346,0.111179,0.446125,0.553875
463,716,177,209,330,0.84689,0.10453,0.111051,0.448593,0.551407
464,719,179,208,332,0.860577,0.105183,0.110928,0.44853,0.55147
465,722,185,210,327,0.880952,0.105507,0.110674,0.451849,0.548151
466,720,178,216,326,0.824074,0.106984,0.111449,0.452127,0.547873
467,713,175,214,324,0.817757,0.106699,0.111729,0.451617,0.548383
468,720,180,215,325,0.837209,0.106377,0.112238,0.455189,0.544811
469,719,178,213,328,0.835681,0.10651,0.112351,0.458636,0.541364
470,722,178,213,331,0.835681,0.107047,0.112351,0.459345,0.540655
471,724,182,212,330,0.858491,0.106145,0.112651,0.45887,0.54113
472,712,181,211,320,0.85782,0.1076,0.112892,0.45601,0.54399
473,716,182,213,321,0.85446,0.107194,0.113256,0.460161,0.539839
474,727,183,216,328,0.847222,0.106936,0.11223,0.456335,0.543665
475,716,182,210,324,0.866667,0.106381,0.112788,0.45479,0.54521
476,719,181,212,326,0.853774,0.106514,0.11243,0.456883,0.543117
477,722,180,215,327,0.837209,0.106076,0.11303,0.459975,0.540025
478,731,183,216,332,0.847222,0.106148,0.113044,0.460635,0.539365
479,717,178,216,323,0.824074,0.106384,0.113738,0.453989,0.546011
480,713,178,215,320,0.827907,0.106794,0.114406,0.457046,0.542954
481,714,179,214,321,0.836449,0.105946,0.114994,0.458591,0.541409
482,722,187,212,323,0.882075,0.106341,0.115292,0.45752,0.54248
483,722,188,209,325,0.899522,0.106453,0.115567,0.458294,0.541706
484,722,184,209,329,0.880383,0.105693,0.11572,0.458585,0.541415
485,723,184,211,328,0.872038,0.106019,0.116336,0.456621,0.543379
486,729,188,211,330,0.890995,0.105676,0.11733,0.457184,0.542816
487,715,187,209,319,0.894737,0.10579,0.116822,0.454581,0.545419
488,721,191,208,322,0.918269,0.105791,0.117086,0.456813,0.543187
489,718,190,210,318,0.904762,0.10686,0.117407,0.455557,0.544443
490,719,192,207,320,0.927536,0.106703,0.11691,0.456262,0.543738
491,713,186,208,319,0.894231,0.106631,0.116753,0.452139,0.547861
492,714,183,208,323,0.879808,0.107171,0.116474,0.452186,0.547814
493,717,184,212,321,0.867925,0.106569,0.116714,0.447239,0.552761
494,719,183,212,324,0.863208,0.106762,0.116741,0.449785,0.550215
495,714,179,213,322,0.840376,0.10602,0.116729,0.452218,0.547782
496,713,176,216,321,0.814815,0.107518,0.116521,0.451492,0.548508
497,710,176,214,320,0.82243,0.108423,0.117172,0.450831,0.549169
498,713,176,212,325,0.830189,0.108401,0.117112,0.451201,0.548799
499,714,176,210,328,0.838095,0.109423,0.117014,0.449729,0.550271
500,735,177,212,346,0.834906,0.108985,0.116918,0.450266,0.549734
501,715,175,210,330,0.833333,0.108657,0.117327,0.442475,0.557525
502,718,174,210,334,0.828571,0.109012,0.117451,0.441034,0.558966
503,734,179,215,340,0.832558,0.108677,0.118657,0.443501,0.556499
504,722,180,213,329,0.84507,0.108937,0.117274,0.443763,0.556237
505,720,178,213,329,0.835681,0.107951,0.117881,0.444025,0.555975
506,716,180,214,322,0.841121,0.10877,0.118634,0.440889,0.559111
507,722,180,215,327,0.837209,0.108885,0.11918,0.441558,0.558442
508,730,184,213,333,0.86385,0.109184,0.1192,0.43674,0.56326
509,731,184,211,336,0.872038,0.110243,0.118901,0.439635,0.560365
510,732,186,209,337,0.889952,0.110789,0.119133,0.440142,0.559858
511,729,184,208,337,0.884615,0.110874,0.119148,0.438608,0.561392
512,726,177,210,339,0.842857,0.111153,0.120162,0.440567,0.559433
513,720,181,212,327,0.853774,0.11117,0.120566,0.43787,0.56213
514,719,183,212,324,0.863208,0.112093,0.12031,0.434486,0.565514
515,719,189,212,318,0.891509,0.112201,0.120248,0.434628,0.565372
516,713,186,212,315,0.877358,0.113276,0.119435,0.43482,0.56518
517,711,185,212,314,0.872642,0.113584,0.119939,0.436097,0.563903
518,718,179,215,324,0.832558,0.114222,0.11958,0.435029,0.564971
519,715,181,215,319,0.84186,0.113953,0.119902,0.432731,0.567269
520,717,186,216,315,0.861111,0.11388,0.120344,0.430866,0.569134
521,726,191,217,318,0.880184,0.113418,0.120687,0.431554,0.568446
522,732,196,218,318,0.899083,0.114156,0.119618,0.433544,0.566456
523,728,190,219,319,0.86758,0.113099,0.119294,0.430905,0.569095
524,721,189,216,316,0.875,0.112726,0.120119,0.43441,0.56559
525,716,180,217,319,0.829493,0.112828,0.12023,0.435144,0.564856
526,724,179,218,327,0.821101,0.113939,0.120108,0.436839,0.563161
527,719,180,220,319,0.818182,0.113327,0.119893,0.435543,0.564457
528,723,182,218,323,0.834862,0.113893,0.119386,0.434816,0.565184
529,715,183,215,317,0.851163,0.114989,0.118892,0.433925,0.566075
530,722,185,218,319,0.848624,0.114455,0.119026,0.43343,0.56657
531,715,180,219,316,0.821918,0.114617,0.119004,0.434735,0.565265
532,721,177,218,326,0.811927,0.113904,0.119799,0.43147,0.56853
533,730,178,218,334,0.816514,0.113643,0.119687,0.434872,0.565128
534,729,176,221,332,0.79638,0.113487,0.120121,0.43576,0.56424
535,719,168,221,330,0.760181,0.114723,0.120113,0.436619,0.563381
536,728,170,218,340,0.779817,0.114717,0.120211,0.437106,0.562894
537,722,173,218,331,0.793578,0.114427,0.120529,0.439815,0.560185
538,719,174,213,332,0.816901,0.114469,0.121538,0.439505,0.560495
539,716,174,211,331,0.824645,0.114867,0.121936,0.439209,0.560791
540,723,176,215,332,0.818605,0.114562,0.121435,0.438992,0.561008
541,715,176,214,325,0.82243,0.114881,0.12181,0.44072,0.55928
542,714,176,212,326,0.830189,0.115115,0.122023,0.440649,0.559351
543,722,179,211,332,0.848341,0.115184,0.121599,0.440746,0.559254
544,715,179,211,325,0.848341,0.11555,0.121723,0.436716,0.563284
545,714,176,215,323,0.818605,0.115732,0.122106,0.436933,0.563067
546,723,177,216,330,0.819444,0.115068,0.121697,0.43654,0.56346
547,728,175,220,333,0.795455,0.114981,0.121595,0.436976,0.563024
548,722,173,222,327,0.779279,0.115445,0.121495,0.437887,0.562113
549,723,173,220,330,0.786364,0.116744,0.12214,0.439587,0.560413
550,725,179,221,325,0.809955,0.116523,0.122197,0.436301,0.563699
551,724,176,224,324,0.785714,0.116094,0.1225,0.437324,0.562676
552,721,176,221,324,0.79638,0.11603,0.123214,0.440774,0.559226
553,716,176,221,319,0.79638,0.116914,0.12263,0.436911,0.563089
554,715,173,222,320,0.779279,0.116365,0.123739,0.436493,0.563507
555,718,174,222,322,0.783784,0.116212,0.123992,0.437004,0.562996
556,727,175,225,327,0.777778,0.116362,0.124503,0.439222,0.560778
557,737,184,223,330,0.825112,0.115596,0.123747,0.440081,0.559919
558,726,178,221,327,0.80543,0.115474,0.123697,0.441106,0.558894
559,727,181,223,323,0.811659,0.115753,0.124343,0.440162,0.559838
560,728,181,222,325,0.815315,0.11566,0.124304,0.440501,0.559499
561,733,183,220,330,0.831818,0.115962,0.124089,0.440682,0.559318
562,731,184,215,332,0.855814,0.115973,0.123204,0.439533,0.560467
563,729,185,214,330,0.864486,0.116186,0.123202,0.436267,0.563733
564,721,177,215,329,0.823256,0.115512,0.123116,0.435106,0.564894
565,712,175,214,323,0.817757,0.11572,0.123254,0.436933,0.563067
566,716,176,214,326,0.82243,0.115179,0.12223,0.440184,0.559816
567,721,178,215,328,0.827907,0.1158,0.122489,0.441788,0.558212
568,724,175,216,333,0.810185,0.115238,0.123335,0.443438,0.556562
569,733,177,219,337,0.808219,0.115068,0.123664,0.44412,0.55588
570,726,174,219,333,0.794521,0.114878,0.1241,0.445355,0.554645
571,718,173,219,326,0.789954,0.115261,0.12457,0.442872,0.557128
572,720,176,220,324,0.8,0.114275,0.124081,0.44252,0.55748
573,704,172,220,312,0.781818,0.115005,0.124583,0.439649,0.560351
574,713,171,223,319,0.766816,0.114583,0.124864,0.440562,0.559438
575,721,171,225,325,0.76,0.114309,0.124744,0.440933,0.559067
576,723,175,223,325,0.784753,0.114532,0.124628,0.439758,0.560242
577,715,171,224,320,0.763393,0.114944,0.124741,0.439519,0.560481
578,718,172,224,322,0.767857,0.114657,0.124741,0.441738,0.558262
579,728,175,225,328,0.777778,0.115195,0.124503,0.441457,0.558543
580,718,173,224,321,0.772321,0.114698,0.124799,0.440256,0.559744
581,720,169,222,329,0.761261,0.115651,0.124962,0.443359,0.556641
582,735,171,224,340,0.763393,0.115601,0.125401,0.443528,0.556472
583,719,170,218,331,0.779817,0.116017,0.125949,0.44631,0.55369
584,718,170,215,333,0.790698,0.116105,0.125956,0.44553,0.55447
585,720,172,218,330,0.788991,0.116029,0.125795,0.443712,0.556288
586,729,173,219,337,0.789954,0.116581,0.125434,0.444459,0.555541
587,723,170,221,332,0.769231,0.117217,0.125985,0.443115,0.556885
588,726,173,222,331,0.779279,0.117177,0.125595,0.442853,0.557147
589,728,172,224,332,0.767857,0.117716,0.125819,0.437554,0.562446
590,734,174,229,331,0.759825,0.118613,0.126695,0.437682,0.562318
591,732,172,230,330,0.747826,0.118859,0.126616,0.438208,0.561792
592,730,176,229,325,0.768559,0.117297,0.126425,0.440294,0.559706
593,733,178,228,327,0.780702,0.11722,0.126076,0.439359,0.560641
594,722,176,228,318,0.77193,0.117946,0.126125,0.436347,0.563653
595,719,178,225,316,0.791111,0.117967,0.125868,0.435749,0.564251
596,725,183,225,317,0.813333,0.118827,0.1266,0.43441,0.56559
597,733,189,224,320,0.84375,0.118156,0.126714,0.432877,0.567123
598,724,185,222,317,0.833333,0.119131,0.12697,0.433648,0.566352
599,728,182,220,326,0.827273,0.118821,0.12689,0.435152,0.564848
600,731,179,220,332,0.813636,0.119212,0.127179,0.432968,0.567032
601,735,181,224,330,0.808036,0.118505,0.127048,0.43612,0.56388
602,730,178,226,326,0.787611,0.119892,0.1272,0.433549,0.566451
603,729,182,226,321,0.80531,0.119428,0.127697,0.437327,0.562673
604,723,183,222,318,0.824324,0.119605,0.127889,0.434333,0.565667
605,726,186,220,320,0.845455,0.119719,0.127707,0.435937,0.564063
606,719,183,220,316,0.831818,0.119185,0.127886,0.436679,0.563321
607,726,181,222,323,0.815315,0.118919,0.128665,0.436115,0.563885
608,723,180,225,318,0.8,0.119528,0.128664,0.438273,0.561727
609,722,181,223,318,0.811659,0.11865,0.128223,0.440611,0.559389
610,725,181,224,320,0.808036,0.118764,0.128486,0.439063,0.560937
611,729,185,225,319,0.822222,0.118656,0.12819,0.439523,0.560477
612,734,183,224,327,0.816964,0.119318,0.128478,0.442423,0.557577
613,731,179,223,329,0.802691,0.119871,0.128391,0.440479,0.559521
614,722,177,216,329,0.819444,0.119998,0.12839,0.44028,0.55972
615,719,180,214,325,0.841121,0.119767,0.128198,0.437615,0.562385
616,718,175,217,326,0.806452,0.119411,0.128264,0.437473,0.562527
617,721,178,219,324,0.812785,0.118956,0.128743,0.434376,0.565624
618,717,177,218,322,0.811927,0.118348,0.128586,0.435969,0.564031
619,716,176,220,320,0.8,0.118169,0.129222,0.436921,0.563079
620,725,179,220,326,0.813636,0.118741,0.129307,0.43363,0.56637
621,726,180,218,328,0.825688,0.119403,0.128896,0.435582,0.564418
622,731,179,222,330,0.806306,0.119348,0.128142,0.436784,0.563216
623,739,180,221,338,0.81448,0.120745,0.128866,0.439504,0.560496
624,734,181,224,329,0.808036,0.120502,0.128428,0.440832,0.559168
625,725,180,223,322,0.807175,0.120943,0.128945,0.443285,0.556715
626,708,181,222,305,0.815315,0.12103,0.128741,0.440124,0.559876
627,716,182,221,313,0.823529,0.120889,0.128612,0.439913,0.560087
628,717,181,220,316,0.822727,0.120947,0.128541,0.439536,0.560464
629,719,183,221,315,0.828054,0.121232,0.128849,0.437477,0.562523
630,727,185,224,318,0.825893,0.120923,0.129071,0.438249,0.561751
631,732,188,224,320,0.839286,0.120806,0.12903,0.438986,0.561014
632,725,188,222,315,0.846847,0.120567,0.128362,0.435842,0.564158
633,724,184,224,316,0.821429,0.121377,0.129013,0.43441,0.56559
634,731,185,225,321,0.822222,0.120873,0.129372,0.4335,0.5665
635,739,183,227,329,0.806167,0.121447,0.12937,0.431611,0.568389
636,734,177,227,330,0.779736,0.123098,0.129997,0.429174,0.570826
637,733,175,228,330,0.767544,0.122087,0.129345,0.430916,0.569084
638,717,175,226,316,0.774336,0.121284,0.130216,0.430078,0.569922
639,728,177,228,323,0.776316,0.12148,0.130503,0.431158,0.568842
640,727,178,221,328,0.80543,0.120892,0.12929,0.432219,0.567781
641,720,173,224,323,0.772321,0.121344,0.129138,0.429656,0.570344
642,708,175,220,313,0.795455,0.120963,0.129707,0.427439,0.572561
643,719,176,221,322,0.79638,0.120904,0.129324,0.429025,0.570975
644,729,180,225,324,0.8,0.121015,0.129172,0.429319,0.570681
645,730,181,224,325,0.808036,0.120916,0.129406,0.431282,0.568718
646,730,179,222,329,0.806306,0.121419,0.129745,0.434093,0.565907
647,730,178,221,331,0.80543,0.120976,0.130239,0.433574,0.566426
648,727,174,220,333,0.790909,0.12183,0.130192,0.431842,0.568158
649,730,177,225,328,0.786667,0.121247,0.130287,0.428514,0.571486
650,723,178,219,326,0.812785,0.120618,0.13053,0.429172,0.570828
651,723,180,219,324,0.821918,0.120776,0.130556,0.427481,0.572519
652,728,180,221,327,0.81448,0.121702,0.130976,0.427436,0.572564
653,734,181,221,332,0.819005,0.121154,0.131874,0.424913,0.575087
654,730,183,221,326,0.828054,0.120198,0.131679,0.424801,0.575199
655,726,177,224,325,0.790179,0.119808,0.131479,0.421965,0.578035
656,730,175,223,332,0.784753,0.119722,0.131204,0.425945,0.574055
657,734,176,222,336,0.792793,0.119765,0.132225,0.42953,0.57047
658,722,177,222,323,0.797297,0.119998,0.132031,0.431941,0.568059
659,721,178,222,321,0.801802,0.118945,0.131592,0.433278,0.566722
660,721,177,219,325,0.808219,0.118993,0.13177,0.435465,0.564535
661,733,179,225,329,0.795556,0.1194,0.132767,0.429994,0.570006
662,731,176,227,328,0.77533,0.119212,0.132876,0.430517,0.569483
663,719,174,222,323,0.783784,0.120033,0.133262,0.430538,0.569462
664,721,173,225,323,0.768889,0.120218,0.133142,0.426468,0.573532
665,715,174,218,323,0.798165,0.120517,0.132761,0.428358,0.571642
666,725,179,221,325,0.809955,0.1203,0.132764,0.430689,0.569311
667,729,181,221,327,0.819005,0.120192,0.132637,0.434463,0.565537
668,723,183,223,317,0.820628,0.120403,0.132463,0.428425,0.571575
669,726,182,229,315,0.79476,0.119603,0.131994,0.427674,0.572326
670,730,180,227,323,0.792952,0.119985,0.13149,0.428961,0.571039
671,735,184,226,325,0.814159,0.119525,0.131749,0.429248,0.570752
672,734,183,224,327,0.816964,0.11897,0.131981,0.42656,0.57344
673,725,181,221,323,0.819005,0.119664,0.132688,0.428427,0.571573
674,738,184,224,330,0.821429,0.119087,0.132499,0.429265,0.570735
675,717,177,220,320,0.804545,0.119416,0.132176,0.43214,0.56786
676,715,177,221,317,0.800905,0.120104,0.131696,0.433275,0.566725
677,728,179,223,326,0.802691,0.119882,0.13164,0.434308,0.565692
678,724,177,222,325,0.797297,0.120379,0.131398,0.431392,0.568608
679,724,179,225,320,0.795556,0.120645,0.131719,0.433971,0.566029
680,729,179,226,324,0.792035,0.120509,0.132064,0.434382,0.565618
681,728,183,224,321,0.816964,0.121058,0.13132,0.434439,0.565561
682,721,179,224,318,0.799107,0.120928,0.131956,0.434716,0.565284
683,724,175,223,326,0.784753,0.121145,0.132094,0.436617,0.563383
684,726,175,222,329,0.788288,0.120995,0.131913,0.436341,0.563659
685,727,173,222,332,0.779279,0.121539,0.132048,0.433177,0.566823
686,727,170,226,331,0.752212,0.121745,0.131592,0.434089,0.565911
687,727,172,229,326,0.751092,0.122104,0.131152,0.431964,0.568036
688,731,171,229,331,0.746725,0.122314,0.131152,0.433291,0.566709
689,730,174,229,327,0.759825,0.122035,0.131152,0.436095,0.563905
690,735,178,233,324,0.763948,0.121302,0.131223,0.435486,0.564514
691,746,178,233,335,0.763948,0.121418,0.131375,0.434479,0.565521
692,724,170,225,329,0.755556,0.121833,0.13236,0.433074,0.566926
693,718,171,228,319,0.75,0.121602,0.131604,0.432772,0.567228
694,720,173,229,318,0.755459,0.121539,0.132239,0.432943,0.567057
695,731,173,229,329,0.755459,0.121387,0.132689,0.431321,0.568679
696,729,174,226,329,0.769912,0.120808,0.133912,0.430865,0.569135
697,720,174,223,323,0.780269,0.120754,0.133589,0.430132,0.569868
698,730,178,225,327,0.791111,0.12086,0.132834,0.431387,0.568613
699,737,179,228,330,0.785088,0.120426,0.133254,0.431631,0.568369
700,727,176,224,327,0.785714,0.121074,0.133586,0.428375,0.571625
701,729,180,220,329,0.818182,0.121796,0.133504,0.429198,0.570802
702,724,178,222,324,0.801802,0.122049,0.133625,0.430255,0.569745
703,728,178,224,326,0.794643,0.122217,0.1327,0.42858,0.57142
704,730,177,224,329,0.790179,0.123564,0.131362,0.430729,0.569271
705,714,177,220,317,0.804545,0.123151,0.132346,0.429495,0.570505
706,717,175,221,321,0.791855,0.12306,0.13295,0.430292,0.569708
707,720,177,221,322,0.800905,0.12222,0.133594,0.428717,0.571283
708,747,178,228,341,0.780702,0.121839,0.132499,0.429811,0.570189
709,735,180,220,335,0.818182,0.123502,0.133912,0.424909,0.575091
710,720,180,220,320,0.818182,0.123325,0.134619,0.420669,0.579331
711,731,182,223,326,0.816143,0.123091,0.134705,0.425955,0.574045
712,735,183,224,328,0.816964,0.122541,0.135425,0.42426,0.57574
713,730,184,218,328,0.844037,0.121814,0.136635,0.424146,0.575854
714,725,183,217,325,0.843318,0.121682,0.136782,0.425301,0.574699
715,729,187,215,327,0.869767,0.122023,0.137401,0.429383,0.570617
716,720,186,214,320,0.869159,0.121964,0.137352,0.426241,0.573759
717,721,184,217,320,0.847926,0.121733,0.137403,0.424304,0.575696
718,721,185,216,320,0.856481,0.121541,0.137493,0.424959,0.575041
719,732,185,217,330,0.852535,0.121905,0.137438,0.42616,0.57384
720,727,182,218,327,0.834862,0.121126,0.137323,0.422202,0.577798
721,730,185,217,328,0.852535,0.121642,0.137498,0.425727,0.574273
722,721,186,216,319,0.861111,0.12135,0.137294,0.426737,0.573263
723,721,186,216,319,0.861111,0.121713,0.137823,0.425898,0.574102
724,728,186,216,326,0.861111,0.121119,0.137797,0.426323,0.573677
725,733,185,217,331,0.852535,0.121622,0.137705,0.430859,0.569141
726,728,182,218,328,0.834862,0.123184,0.138079,0.431031,0.568969
727,727,181,215,331,0.84186,0.123337,0.137845,0.431125,0.568875
728,714,177,213,324,0.830986,0.122273,0.138137,0.42788,0.57212
729,720,174,214,332,0.813084,0.122035,0.138376,0.430892,0.569108
730,730,174,216,340,0.805556,0.121615,0.138265,0.433163,0.566837
731,720,174,216,330,0.805556,0.122455,0.138438,0.432675,0.567325
732,727,173,215,339,0.804651,0.122794,0.138228,0.430833,0.569167
733,728,174,215,339,0.809302,0.122799,0.137889,0.430966,0.569034
734,730,171,216,343,0.791667,0.122665,0.13751,0.428227,0.571773
735,733,173,218,342,0.793578,0.122405,0.137812,0.429463,0.570537
736,721,169,218,334,0.775229,0.122399,0.137331,0.433257,0.566743
737,728,171,220,337,0.777273,0.122084,0.137062,0.431006,0.568994
738,729,169,220,340,0.768182,0.12292,0.137581,0.429445,0.570555
739,724,169,221,334,0.764706,0.122598,0.138018,0.428396,0.571604
740,727,172,222,333,0.774775,0.121777,0.138197,0.42912,0.57088
741,746,174,229,343,0.759825,0.120657,0.138102,0.429838,0.570162
742,734,175,229,330,0.764192,0.120685,0.138168,0.433294,0.566706
743,728,170,230,328,0.73913,0.120753,0.138406,0.43448,0.56552
744,726,171,229,326,0.746725,0.119861,0.138544,0.432176,0.567824
745,723,172,230,321,0.747826,0.119861,0.138943,0.433786,0.566214
746,723,177,234,312,0.75641,0.119205,0.138641,0.430327,0.569673
747,724,176,234,314,0.752137,0.119276,0.138961,0.4329,0.5671
748,734,176,235,323,0.748936,0.119871,0.139119,0.429158,0.570842
749,735,176,231,328,0.761905,0.120904,0.139785,0.433446,0.566554
750,726,175,232,319,0.75431,0.120931,0.1407,0.432426,0.567574
751,722,173,230,319,0.752174,0.120922,0.140677,0.428005,0.571995
752,735,179,228,328,0.785088,0.121482,0.140663,0.431174,0.568826
753,734,182,228,324,0.798246,0.121507,0.141435,0.430376,0.569624
754,725,180,226,319,0.79646,0.120651,0.140756,0.430935,0.569065
755,729,179,226,324,0.792035,0.120666,0.140731,0.430463,0.569537
756,720,179,225,316,0.795556,0.119986,0.140641,0.427221,0.572779
757,718,181,228,309,0.79386,0.120792,0.14072,0.424978,0.575022
758,718,178,228,312,0.780702,0.120955,0.140573,0.429577,0.570423
759,729,178,231,320,0.770563,0.120808,0.140595,0.431467,0.568533
760,741,182,231,328,0.787879,0.120375,0.140344,0.432761,0.567239
761,740,181,230,329,0.786957,0.120688,0.140376,0.436904,0.563096
762,732,175,228,329,0.767544,0.118876,0.139916,0.436916,0.563084
763,727,176,229,322,0.768559,0.118839,0.140482,0.435323,0.564677
764,725,173,229,323,0.755459,0.118898,0.140433,0.431349,0.568651
765,737,175,230,332,0.76087,0.118887,0.141133,0.434474,0.565526
766,734,170,232,332,0.732759,0.119002,0.140958,0.432415,0.567585
767,731,171,232,328,0.737069,0.118766,0.141111,0.430283,0.569717
768,730,173,231,326,0.748918,0.118075,0.14036,0.429316,0.570684
769,714,174,227,313,0.76652,0.118462,0.141382,0.429156,0.570844
770,724,176,229,319,0.768559,0.118616,0.141766,0.427982,0.572018
771,729,173,234,322,0.739316,0.118659,0.142818,0.427373,0.572627
772,748,175,233,340,0.751073,0.118769,0.142427,0.42516,0.57484
